# Time-averaged data for fix msd_output
# TimeStep c_msd_compute[4]
78700 16331.9
78800 16539.9
78900 16801.8
79000 17099.1
79100 17421.9
79200 17779.8
79300 18230.9
79400 18817.6
79500 19426.8
79600 19982.1
79700 20484.7
79800 20939.7
79900 21284.9
80000 21412.4
80100 21334.2
80200 21110.7
80300 20780.6
80400 20345.6
80500 19796.3
80600 19203.4
80700 18711.6
80800 18344.6
80900 18062.5
81000 17849.9
81100 17705.1
81200 17641.5
81300 17665.2
81400 17725.6
81500 17788.6
81600 17899.6
81700 18098.3
81800 18347.7
81900 18616.3
82000 18901.5
82100 19228.6
82200 19639.4
82300 20086.5
82400 20491.4
82500 20867.9
82600 21254
82700 21648.4
82800 21984
82900 22172.3
83000 22236.9
83100 22269
83200 22296.4
83300 22302.7
83400 22245.4
83500 22174.8
83600 22159.6
83700 22156
83800 22130.5
83900 22094.2
84000 22073.5
84100 22076.5
84200 22052.4
84300 21972.9
84400 21906.3
84500 21897.4
84600 21905.7
84700 21909.6
84800 21919.5
84900 21955.7
85000 22023.9
85100 22105.1
85200 22205.1
85300 22397
85400 22703.5
85500 23052.1
85600 23417.3
85700 23827.6
85800 24314.7
85900 24869.1
86000 25412.4
86100 25894.4
86200 26383.5
86300 26896.7
86400 27382.5
86500 27791.8
86600 28178.3
86700 28577.5
86800 28905.6
86900 29120.6
87000 29249
87100 29315.8
87200 29284
87300 29039.9
87400 28616.3
87500 28111
87600 27545.7
87700 26925.7
87800 26308.4
87900 25799.1
88000 25504.2
88100 25343.1
88200 25250.2
88300 25220.7
88400 25294.4
88500 25494.6
88600 25746.4
88700 25999.2
88800 26301.8
88900 26677.4
89000 27102.9
89100 27547.5
89200 28019.8
89300 28562.8
89400 29124.5
89500 29607.5
89600 30039.5
89700 30451.3
89800 30820
89900 31121
90000 31363.1
90100 31609.1
90200 31875.9
90300 32073.1
90400 32200.1
90500 32321.3
90600 32446.5
90700 32532.6
90800 32484.1
90900 32276.2
91000 32036.8
91100 31841.6
91200 31701.7
91300 31579
91400 31464.7
91500 31466
91600 31580.8
91700 31734.4
91800 31909.5
91900 32120.4
92000 32397.9
92100 32733.5
92200 33045.9
92300 33320.8
92400 33645.9
92500 34041.1
92600 34468.3
92700 34901.1
92800 35341.2
92900 35808.9
93000 36329.3
93100 36903.5
93200 37487.1
93300 38088.7
93400 38775.7
93500 39563.5
93600 40313.7
93700 40909.6
93800 41355.9
93900 41654.5
94000 41803.1
94100 41756.7
94200 41437.8
94300 40860.2
94400 40184.3
94500 39456.4
94600 38659.6
94700 37848.8
94800 37096.1
94900 36430.9
95000 35838.8
95100 35380.4
95200 35144.6
95300 35082.7
95400 35108.1
95500 35213.7
95600 35421.6
95700 35736.4
95800 36099.7
95900 36454.3
96000 36870.5
96100 37405.2
96200 38001.4
96300 38613.8
96400 39241.5
96500 39881.2
96600 40511.5
96700 41116.3
96800 41703.1
96900 42294.1
97000 42852.4
97100 43268.6
97200 43543.6
97300 43798.4
97400 44032.9
97500 44179.8
97600 44219.7
97700 44219.5
97800 44308.7
97900 44412
98000 44422.2
98100 44355.9
98200 44275.9
98300 44182.2
98400 43958.9
98500 43592.5
98600 43193.9
98700 42799.2
98800 42378.8
98900 41914.7
99000 41441.1
99100 41064.2
99200 40811.9
99300 40590.3
99400 40399.3
99500 40327.4
99600 40424.5
99700 40585.1
99800 40790.7
99900 41155.8
100000 41736.2
100100 42498.4
100200 43386.4
100300 44449.1
100400 45770.3
100500 47225.1
100600 48602.5
100700 49867.5
100800 51063.7
100900 52078.1
101000 52818.6
101100 53340.5
101200 53799
101300 54155.3
101400 54326.7
101500 54319.5
101600 54177.4
101700 53934.3
101800 53543.3
101900 52956.9
102000 52300.4
102100 51733.2
102200 51227.5
102300 50742.1
102400 50285
102500 49878.2
102600 49542.9
102700 49282.2
102800 49082.1
102900 48947.1
103000 48923.8
103100 49037.6
103200 49196.9
103300 49331.9
103400 49544.3
103500 49910.3
103600 50381
103700 50902.4
103800 51476.6
103900 52221.2
104000 53109.1
104100 53937.9
104200 54670.1
104300 55368
104400 56036.1
104500 56529
104600 56761.6
104700 56880.8
104800 56971.3
104900 57018.8
105000 56985.7
105100 56895.3
105200 56874.3
105300 56937.8
105400 56941.3
105500 56868.1
105600 56796
105700 56764.2
105800 56713.4
105900 56509.8
106000 56236.6
106100 56028.6
106200 55914.4
106300 55871.7
106400 55818.1
106500 55815.5
106600 55989.9
106700 56264.2
106800 56545.5
106900 56862.6
107000 57277.1
107100 57810.5
107200 58322.7
107300 58725.5
107400 59154.8
107500 59675.1
107600 60220.4
107700 60715.6
107800 61254.2
107900 61964.4
108000 62748.7
108100 63492.6
108200 64216.8
108300 64973.2
108400 65747.7
108500 66517.1
108600 67275.5
108700 68051.8
108800 68919.7
108900 69715.2
109000 70256.2
109100 70563.3
109200 70693
109300 70600.6
109400 70236.8
109500 69624.5
109600 68794.9
109700 67771.9
109800 66550.3
109900 65220.8
110000 64065.7
110100 63199.3
110200 62518.3
110300 61987.6
110400 61634.2
110500 61487.2
110600 61507.5
110700 61628.4
110800 61911.9
110900 62457.1
111000 63216
111100 64034.3
111200 64861.9
111300 65742
111400 66715.8
111500 67742.3
111600 68658.6
111700 69407.4
111800 70145.9
111900 70916.6
112000 71647.2
112100 72248.7
112200 72838.7
112300 73484.5
112400 74026.8
112500 74388.8
112600 74620.4
112700 74769.7
112800 74757.3
112900 74385.6
113000 73742
113100 72993.6
113200 72158.9
113300 71155.8
113400 69980.6
113500 68912.2
113600 68098.4
113700 67424.8
113800 66845.9
113900 66410.9
114000 66207.8
114100 66248
114200 66454.6
114300 66844.5
114400 67543.2
114500 68579.3
114600 69893.1
114700 71442.5
114800 73219.9
114900 75276.8
115000 77565.4
115100 79649.7
115200 81295.8
115300 82571.3
115400 83564.5
115500 84203.9
115600 84358.5
115700 84210.9
115800 83977.3
115900 83619
116000 83065.1
116100 82393.2
116200 81827.6
116300 81355.5
116400 80787.7
116500 80187.9
116600 79691.3
116700 79312.6
116800 78901.4
116900 78434.8
117000 78085.1
117100 77878
117200 77757.8
117300 77669.5
117400 77677.6
117500 77919.6
117600 78318.7
117700 78740.4
117800 79200.7
117900 79777.5
118000 80476.8
118100 81268.9
118200 82135.6
118300 83071.3
118400 84072.6
118500 85136.6
118600 86292.1
118700 87640.4
118800 89128.6
118900 90556.9
119000 91911.3
119100 93358.7
119200 94888.5
119300 96352
119400 97650.9
119500 98802.9
119600 100007
119700 101171
119800 101949
119900 102192
120000 101908
120100 101119
120200 99660.3
120300 97527.8
120400 95118.2
120500 92819.7
120600 90817.1
120700 89192.5
120800 87870.8
120900 86793
121000 85938.2
121100 85365.6
121200 85096.3
121300 84997.4
121400 84973.6
121500 85131.5
121600 85596.7
121700 86273.2
121800 87037.1
121900 87869.4
122000 88936.4
122100 90273
122200 91587.3
122300 92761.3
122400 93891.5
122500 95038.2
122600 96093.5
122700 96812.2
122800 97244.1
122900 97622.6
123000 97921.3
123100 98024.6
123200 97955.8
123300 97953.4
123400 98024.3
123500 97972.3
123600 97776.6
123700 97511
123800 97217.7
123900 96771.1
124000 96061.8
124100 95278.8
124200 94579.9
124300 93900.7
124400 93179.5
124500 92435.1
124600 91759
124700 91271.3
124800 90902.2
124900 90523.4
125000 90227.7
125100 90226.7
125200 90481.4
125300 90798.7
125400 91291.4
125500 92154.7
125600 93438.1
125700 95005.9
125800 96741.9
125900 98812
126000 101123
126100 103357
126200 105365
126300 107281
126400 109036
126500 110437
126600 111452
126700 112274
126800 113105
126900 113713
127000 113903
127100 113820
127200 113567
127300 113051
127400 112137
127500 110990
127600 109794
127700 108588
127800 107350
127900 106108
128000 105031
128100 104325
128200 103843
128300 103424
128400 103147
128500 103122
128600 103257
128700 103318
128800 103415
128900 103719
129000 104195
129100 104713
129200 105212
129300 105850
129400 106715
129500 107593
129600 108354
129700 109149
129800 110009
129900 110816
130000 111493
130100 112065
130200 112697
130300 113384
130400 113877
130500 114189
130600 114494
130700 114847
130800 115158
130900 115371
131000 115520
131100 115635
131200 115719
131300 115777
131400 115850
131500 115946
131600 116063
131700 116130
131800 116065
131900 115992
132000 116121
132100 116323
132200 116410
132300 116452
132400 116570
132500 116763
132600 116795
132700 116584
132800 116401
132900 116361
133000 116342
133100 116251
133200 116241
133300 116632
133400 117268
133500 117971
133600 118787
133700 119822
133800 121058
133900 122219
134000 123208
134100 124240
134200 125347
134300 126379
134400 127249
134500 128133
134600 129136
134700 130042
134800 130656
134900 131025
135000 131224
135100 131232
135200 131012
135300 130557
135400 129900
135500 129119
135600 128202
135700 127056
135800 125772
135900 124666
136000 123772
136100 122861
136200 122005
136300 121352
136400 120892
136500 120431
136600 120039
136700 119972
136800 120279
136900 120844
137000 121620
137100 122789
137200 124568
137300 126796
137400 129283
137500 132034
137600 134985
137700 137948
137800 140734
137900 143304
138000 145579
138100 147172
138200 147983
138300 148275
138400 148213
138500 147821
138600 147129
138700 146248
138800 145395
138900 144614
139000 143697
139100 142644
139200 141721
139300 141042
139400 140279
139500 139386
139600 138603
139700 138002
139800 137370
139900 136627
140000 136012
140100 135626
140200 135379
140300 135160
140400 135029
140500 135217
140600 135679
140700 136101
140800 136528
140900 137151
141000 137999
141100 138886
141200 139518
141300 140036
141400 140723
141500 141578
141600 142451
141700 143304
141800 144403
141900 145866
142000 147449
142100 149007
142200 150583
142300 152239
142400 153882
142500 155187
142600 156080
142700 156809
142800 157358
142900 157519
143000 157183
143100 156654
143200 156051
143300 155093
143400 153733
143500 152161
143600 150595
143700 148962
143800 147147
143900 145423
144000 144087
144100 143012
144200 141992
144300 141174
144400 140761
144500 140731
144600 140847
144700 141127
144800 141909
144900 143205
145000 144788
145100 146561
145200 148698
145300 151239
145400 153815
145500 156187
145600 158402
145700 160539
145800 162466
145900 163858
146000 164673
146100 165305
146200 165792
146300 165955
146400 165768
146500 165611
146600 165623
146700 165492
146800 165122
146900 164565
147000 163935
147100 163271
147200 162472
147300 161538
147400 160807
147500 160346
147600 159941
147700 159562
147800 159342
147900 159343
148000 159471
148100 159532
148200 159530
148300 159801
148400 160459
148500 161261
148600 162112
148700 163080
148800 164248
148900 165581
149000 166859
149100 168057
149200 169456
149300 171078
149400 172675
149500 174129
149600 175463
149700 176689
149800 177811
149900 178770
150000 179388
